energy	2w	c0	phi0	c1	phi1	c2	phi2
-1.26488156729821	44.5859851474474	0.339620004247189	1.38891572719108	0.444770175362013	5.01372094535103	1.4336188856675	3.10802415008393
-1.26481988006913	44.5876637424642	0.338538919559864	1.38891734005865	0.444739010311822	5.01374643076898	1.43393576885466	3.10806400739989
-1.26475819284006	44.5893423374811	0.33745795676093	1.38891895053533	0.444707852527131	5.01377191140353	1.43425242075648	3.10810385912991
-1.26469650561098	44.5910209324979	0.336377111233998	1.38892055861974	0.444676702046712	5.01379738727693	1.43456884348285	3.10814370413781
-1.2646348183819	44.5926995275148	0.335296378343882	1.3889221643178	0.444645558861711	5.01382285836114	1.43488503885007	3.10818354310687
-1.26457313115283	44.5943781225316	0.334215753474422	1.38892376762593	0.444614423092131	5.01384832476541	1.43520100885288	3.10822337552955
-1.26451144392375	44.5960567175484	0.333135231997864	1.38892536854258	0.444583294632617	5.01387378635887	1.43551675547955	3.10826320110646
-1.26444975669468	44.5977353125653	0.332054809268962	1.38892696707239	0.444552173566135	5.01389924321144	1.43583228043796	3.10830302102651
-1.2643880694656	44.5994139075822	0.330974480653123	1.38892856321323	0.444521059890578	5.01392469530233	1.4361475858256	3.10834283430585
-1.26432638223652	44.601092502599	0.329894241497635	1.38893015696832	0.444489953665956	5.01395014267751	1.43646267344776	3.10838264158715
-1.26426469500745	44.6027710976158	0.328814087169331	1.38893174833132	0.444458854868495	5.0139755852927	1.43677754536539	3.1084224421057
-1.26420300777837	44.6044496926327	0.32773401300292	1.38893333730658	0.444427763546543	5.0140010231816	1.43709220338794	3.10846223648266
-1.26414132054929	44.6061282876495	0.32665401432615	1.38893492389891	0.444396679677048	5.01402645629995	1.43740664955239	3.10850202413482
-1.26407963332022	44.6078068826664	0.325574086492172	1.38893650810196	0.444365603338106	5.01405188471483	1.43772088559019	3.10854180597517
-1.26401794609114	44.6094854776832	0.324494224820132	1.38893808991975	0.444334534482381	5.01407730835458	1.43803491359766	3.10858158119354
-1.26395625886207	44.6111640727	0.323414424627282	1.38893966935482	0.444303473171202	5.01410272726814	1.43834873541052	3.10862135014826
-1.26389457163299	44.6128426677169	0.322334681247571	1.38894124640204	0.444272419405404	5.01412814143708	1.4386623528536	3.10866111334869
